ID ,Text,Sentiment_text,Sentiment_label,seg_text_lstm,seg_text_crf
374,ម៉ាស៊ីនបោកខោអាវនេះសំអាតស្អាត មិនខូចខាតសម្លៀកបំពាក់,Positive,1.0,ម៉ាស៊ីន បោក ខោអាវ នេះ សំអាត ស្អាត មិន ខូចខាត សម្លៀកបំពាក់,ម៉ាស៊ីន បោក ខោអាវ នេះ សំអាត ស្អាត មិន ខូចខាត សម្លៀកបំពាក់
375,អ្នកថែសួនច្បារមិនសូវយកចិត្តទុកដាក់ ដើមឈើងាប់ច្រើន,Negative,0.0,អ្នកថែ សួនច្បារ មិន សូវ យកចិត្តទុកដាក់ ដើមឈើ ងាប់ ច្រើន,អ្នកថែ សួនច្បារ មិន សូវ យកចិត្តទុកដាក់ ដើមឈើ ងាប់ ច្រើន
376,លោ្ខននេះសម្តែងមិនសូវពូកែ អត់មានអារម្មណ៍,Negative,0.0,លោ្ខ ន នេះ សម្តែង មិន សូវ ពូកែ អត់ មានអារម្មណ៍,លោ្ខន នេះ សម្តែង មិន សូវ ពូកែ អត់ មានអារម្មណ៍
377,កុំព្យូទ័រនេះដំណើរការលឿន អេក្រង់ច្បាស់ល្អ,Positive,1.0,កុំព្យូទ័រ នេះ ដំណើរការ លឿន អេក្រង់ ច្បាស់ ល្អ,កុំព្យូទ័រ នេះ ដំណើរការ លឿន អេក្រង់ ច្បាស់ ល្អ
378,សេវាកម្មសណ្ឋាគារល្អណាស់ បុគ្គលិកមានវិជ្ជាជីវៈ,Positive,1.0,សេវាកម្ម សណ្ឋាគារ ល្អ ណាស់ បុគ្គលិក មាន វិជ្ជាជីវៈ,សេវាកម្ម សណ្ឋាគារ ល្អ ណាស់ បុគ្គលិក មាន វិជ្ជាជីវៈ
379,ការប្រកួតចម្រៀងនេះមិនយុត្តិធម៌ លម្អៀង,Negative,0.0,ការប្រកួត ចម្រៀង នេះ មិន យុត្តិធម៌ លម្អៀង,ការប្រកួត ចម្រៀង នេះ មិន យុត្តិធម៌ លម្អៀង
380,ស្បែកជើងកីឡានេះស្រួលពាក់ ថ្លៃតែសមតម្លៃ,Positive,1.0,ស្បែកជើង កីឡា នេះ ស្រួល ពាក់ ថ្លៃ តែ សម តម្លៃ,ស្បែកជើង កីឡា នេះ ស្រួល ពាក់ ថ្លៃ តែ សម តម្លៃ
381,សេវាកម្មអ៊ីនធឺណេតដំណើរការមិនល្អ ដាច់ញឹកញាប់,Negative,0.0,សេវាកម្ម អ៊ីនធឺណេត ដំណើរការ មិន ល្អ ដាច់ ញឹកញាប់,សេវាកម្ម អ៊ីនធឺណេត ដំណើរការ មិន ល្អ ដាច់ញឹកញាប់
382,កម្មវិធីទូរទស្សន៍នេះមានខ្លឹមសារល្អ ពិសេសណាស់,Positive,1.0,កម្មវិធី ទូរទស្សន៍ នេះ មាន ខ្លឹមសារ ល្អ ពិសេស ណាស់,កម្មវិធី ទូរទស្សន៍ នេះ មាន ខ្លឹមសារ ល្អ ពិសេស ណាស់
383,ក្រដាសបោះពុម្ពនេះគុណភាពល្អ ពណ៌ស្អាត,Positive,1.0,ក្រដាស បោះពុម្ព នេះ គុណភាព ល្អ ពណ៌ ស្អាត,ក្រដាស បោះពុម្ព នេះ គុណភាព ល្អ ពណ៌ ស្អាត
384,សេវាកម្មជួសជុលម៉ូតូមានជំនាញ តម្លៃសមរម្យ,Positive,1.0,សេវាកម្ម ជួសជុល ម៉ូតូ មាន ជំនាញ តម្លៃ សមរម្យ,សេវាកម្ម ជួសជុល ម៉ូតូ មាន ជំនាញ តម្លៃ សមរម្យ
385,ភាពយន្តភាគនេះមានរឿងរ៉ាវគួរឱ្យចាប់អារម្មណ៍,Positive,1.0,ភាពយន្ត ភាគ នេះ មាន រឿងរ៉ាវ គួរឱ្យ ចាប់អារម្មណ៍,ភាពយន្ត ភាគ នេះ មាន រឿងរ៉ាវ គួរឱ្យ ចាប់អារម្មណ៍
387,សេវាកម្មធនាគារមានភាពយឺតយ៉ាវ រង់ចាំយូរ,Negative,0.0,សេវាកម្ម ធនាគារ មាន ភាពយឺតយ៉ាវ រង់ចាំ យូរ,សេវាកម្ម ធនាគារ មាន ភាពយឺតយ៉ាវ រង់ចាំ យូរ
388,កម្មវិធីសម្តែងសិល្បៈនេះមានការច្នៃប្រឌិតខ្ពស់,Positive,1.0,កម្មវិធី សម្តែង សិល្បៈ នេះ មាន ការច្នៃប្រឌិត ខ្ពស់,កម្មវិធី សម្តែង សិល្បៈ នេះ មាន ការច្នៃប្រឌិត ខ្ពស់
389,ឧបករណ៍អេឡិចត្រូនិកនេះប្រើការបានល្អ មានមុខងារច្រើន,Positive,1.0,ឧបករណ៍ អេឡិចត្រូនិក នេះ ប្រើ ការ បាន ល្អ មាន មុខងារ ច្រើន,ឧបករណ៍ អេឡិចត្រូនិក នេះ ប្រើ ការ បាន ល្អ មាន មុខងារ ច្រើន
390,សេវាកម្មថែទាំសម្ផស្សមិនល្អ បុគ្គលិកមិនមានជំនាញ,Negative,0.0,សេវាកម្ម ថែទាំ សម្ផស្ស មិន ល្អ បុគ្គលិក មិន មាន ជំនាញ,សេវាកម្ម ថែទាំ សម្ផស្ស មិន ល្អ បុគ្គលិក មិន មាន ជំនាញ
391,ការសម្តែងភ្លេងប្រពៃណីនេះពិរោះ រក្សាបាននូវវប្បធម៌,Positive,1.0,ការសម្តែង ភ្លេង ប្រពៃណី នេះ ពិរោះ រក្សា បាន នូវ វប្បធម៌,ការសម្តែង ភ្លេង ប្រពៃណី នេះ ពិរោះ រក្សា បាន នូវ វប្បធម៌
392,ទូរស័ព្ទនេះថតរូបមិនច្បាស់ អត់មានមុខងារទំនើបៗ,Negative,0.0,ទូរស័ព្ទ នេះ ថត រូប មិន ច្បាស់ អត់ មាន មុខងារ ទំនើប ៗ,ទូរស័ព្ទ នេះ ថត រូប មិន ច្បាស់ អត់ មាន មុខងារ ទំនើប ៗ
393,សេវាកម្មបោកគក់ល្អណាស់ សម្លៀកបំពាក់ស្អាត,Positive,1.0,សេវាកម្ម បោកគក់ ល្អ ណាស់ សម្លៀកបំពាក់ ស្អាត,សេវាកម្ម បោកគក់ ល្អ ណាស់ សម្លៀកបំពាក់ ស្អាត
394,កម្មវិធីរាំកម្សាន្តនេះមិនសូវសប្បាយ អ្នកចូលរួមតិច,Negative,0.0,កម្មវិធី រាំ កម្សាន្ត នេះ មិន សូវ សប្បាយ អ្នកចូលរួម តិច,កម្មវិធី រាំ កម្សាន្ត នេះ មិន សូវ សប្បាយ អ្នកចូលរួម តិច
395,គ្រឿងសង្ហារឹមនេះគុណភាពល្អ ប្រើប្រាស់បានយូរ,Positive,1.0,គ្រឿង សង្ហារឹម នេះ គុណភាព ល្អ ប្រើប្រាស់ បាន យូរ,គ្រឿង សង្ហារឹម នេះ គុណភាព ល្អ ប្រើប្រាស់ បាន យូរ
396,សេវាកម្មជួលរថយន្តមិនទុកចិត្ត រថយន្តចាស់ៗ,Negative,0.0,សេវាកម្ម ជួល រថយន្ត មិន ទុកចិត្ត រថយន្ត ចាស់ ៗ,សេវាកម្ម ជួល រថយន្ត មិន ទុកចិត្ត រថយន្ត ចាស់ ៗ
397,ការសម្តែងល្ខោននេះមានអត្ថន័យជ្រាលជ្រៅ សិល្បករសម្ដែងពូកែ,Positive,1.0,ការសម្តែង ល្ខោន នេះ មាន អត្ថន័យ ជ្រាលជ្រៅ សិល្បករ សម្ដែង ពូកែ,ការសម្តែង ល្ខោន នេះ មាន អត្ថន័យ ជ្រាលជ្រៅ សិល្បករ សម្ដែង ពូកែ
398,កាមេរ៉ាឌីជីថលនេះថតរូបបានស្អាតណាស់ ពណ៌ធម្មជាតិ,Positive,1.0,កាមេរ៉ាឌីជីថល នេះ ថត រូប បាន ស្អាត ណាស់ ពណ៌ ធម្មជាតិ,កាមេរ៉ា ឌីជីថល នេះ ថត រូប បាន ស្អាត ណាស់ ពណ៌ ធម្មជាតិ
399,សេវាកម្មបញ្ជាទិញអនឡាញមានបញ្ហាច្រើន ប្រព័ន្ធដំណើរការមិនល្អ,Negative,0.0,សេវាកម្ម បញ្ជាទិញ អនឡាញ មាន បញ្ហា ច្រើន ប្រព័ន្ធ ដំណើរការ មិន ល្អ,សេវាកម្ម បញ្ជាទិញ អនឡាញ មាន បញ្ហា ច្រើន ប្រព័ន្ធ ដំណើរការ មិន ល្អ
400,ការសម្តែងរបស់តារាចម្រៀងម្នាក់នេះគួរឱ្យចាប់អារម្មណ៍ខ្លាំង,Positive,1.0,ការសម្តែង របស់ តារាចម្រៀង ម្នាក់ នេះ គួរឱ្យ ចាប់អារម្មណ៍ ខ្លាំង,ការសម្តែង របស់ តារាចម្រៀង ម្នាក់ នេះ គួរឱ្យ ចាប់អារម្មណ៍ ខ្លាំង
